Index,Joint1,Joint2,Joint3,Joint4,Joint5,Joint6,Joint7,Joint8,LimitCost
236,2675.459726,1396.350733,906.499090,3.996473,0.674164,-1.925336,0.936991,0.716190,0.591645
237,2673.638297,1384.426378,906.736142,3.996472,0.674164,-1.925336,0.936994,0.716361,0.591630
238,2671.817820,1372.500896,906.972802,3.996474,0.674164,-1.925336,0.936992,0.716532,0.591615
239,2670.001448,1360.579263,907.204499,3.996473,0.674164,-1.925336,0.936991,0.716550,0.591556
240,2668.185622,1348.656640,907.436561,3.996474,0.674164,-1.925336,0.936993,0.716566,0.591499
241,2666.366905,1336.732259,907.668297,3.996473,0.674164,-1.925336,0.936992,0.716771,0.591500
242,2664.548197,1324.807898,907.900002,3.996473,0.674164,-1.925336,0.936991,0.716977,0.591504
243,2662.729625,1312.883351,908.126817,3.996473,0.674164,-1.925336,0.936991,0.716977,0.591446
244,2660.911052,1300.958805,908.353631,3.996473,0.674164,-1.925336,0.936991,0.716977,0.591391
245,2659.092603,1289.033977,908.580593,3.996473,0.674164,-1.925336,0.936992,0.717196,0.591404
246,2657.274149,1277.109156,908.807550,3.996474,0.674164,-1.925336,0.936994,0.717414,0.591418
247,2655.452649,1265.187840,909.029400,3.996473,0.674164,-1.925336,0.936994,0.717415,0.591368
248,2653.631977,1253.265178,909.251225,3.996474,0.674164,-1.925336,0.936994,0.717417,0.591320
249,2651.810255,1241.341716,909.472968,3.996472,0.674164,-1.925336,0.936993,0.717503,0.591299
250,2649.989697,1229.416522,909.694684,3.996473,0.674164,-1.925336,0.936992,0.717590,0.591280
251,2648.171259,1217.491843,909.914110,3.996474,0.674164,-1.925336,0.936993,0.717811,0.591304
252,2646.352274,1205.568158,910.133168,3.996472,0.674164,-1.925336,0.936990,0.718032,0.591329
253,2644.530981,1193.644002,910.347739,3.996472,0.674164,-1.925336,0.936993,0.717929,0.591258
254,2642.710316,1181.719118,910.561891,3.996473,0.674164,-1.925336,0.936991,0.717828,0.591189
255,2640.889128,1169.794819,910.778737,3.996472,0.674164,-1.925336,0.936992,0.718135,0.591245
256,2639.068267,1157.870149,910.995576,3.996473,0.674164,-1.925336,0.936992,0.718441,0.591304
257,2637.247214,1145.948192,911.205056,3.996473,0.674164,-1.925336,0.936994,0.718543,0.591302
258,2635.425962,1134.026852,911.414145,3.996472,0.674164,-1.925336,0.936990,0.718648,0.591302
259,2633.605180,1122.102055,911.621188,3.996474,0.674164,-1.925336,0.936993,0.718662,0.591277
260,2631.783865,1110.178258,911.827841,3.996472,0.674164,-1.925336,0.936991,0.718679,0.591254
